PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;HORA_ULTIMA_PREGUNTA;TIP_TEL;SUPERVISADA;CIRCUIT_996_1;CIRCUIT_996_2;CIRCUIT_996_3;SIT_ECO_CAT;SIT_ECO_CAT_RETROSPECTIVA;SIT_ECO_CAT_PROSPECTIVA;SIT_ECO_ESP;SIT_ECO_PERSONAL;SIT_POL_CAT;SIT_POL_CAT_RETROSPECTIVA;SIT_POL_CAT_PROSPECTIVA;SIT_POL_ESP;CAT_ESP;INTERES_POL;INF_POL;CONFI_POL_CAT;VAL_GOV_CAT;CONFI_POL_ESP;VAL_GOV_ESP;INF_POL_TV;INF_POL_RADIO;INF_POL_PREMSA;INF_POL_INTERNET;INF_POL_AMICS;INF_POL_NO;INF_POL_NS;INF_POL_NC;SATIS_DEMOCRACIA;SIMPATIA_PARTIT;SIMPATIA_PARTIT_LITERALS;IDEOL_1_7;CAT_0_10;ESP_0_10;MONARQUIA_REPUBLICA;SIGNIFICA_ESP;DEFINICIO_CAT;DEFINICIO_CAT_LITERALS;AUTONOMIA_CAT;RELACIONS_CAT_ESP;ACTITUD_INDEPENDENCIA;DRET_DECIDIR;VOT_DRET_DEURE;ELECCIONS_IMPORTANCIA;SATISFACCIO_ELECCIONS_14F2021;PART_PARLAMENT;REC_PARLAMENT_VOT_DECISIO;REC_PARLAMENT_VOT;REC_PARLAMENT_VOT_LITERALS;REC_PARLAMENT_FERMESA;REC_PARLAMENT_CANDIDAT;REC_PARLAMENT_PARTIT;REC_PARLAMENT_INTERESSOS;REC_PARLAMENT_IDEES;REC_PARLAMENT_ACTUACIO;REC_PARLAMENT_ACTUACIO_2;REC_PARLAMENT_EVITAR;REC_PARLAMENT_ALTRES;REC_PARLAMENT_CAP;REC_PARLAMENT_NS;REC_PARLAMENT_NC;POST_PARLAMENT_DECISIO_RELACIO;POST_PARLAMENT_DECISIO_CRISI;POST_PARLAMENT_DECISIO_CORRUPCIO;POST_PARLAMENT_DECISIO_CANVI_CLIMATIC;POST_PARLAMENT_DECISIO_COVID;INT_PARLAMENT_VOT;INT_PARLAMENT_VOT_LITERALS;PART_PARLAMENT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS_LITERALS;INT_CONGRES_VOT;INT_CONGRES_VOT_LITERALS;PART_CONGRES;REC_CONGRES_VOT;REC_CONGRES_VOT_LITERALS;CONEIX_A_FERNANDEZ;VAL_A_FERNANDEZ;CONEIX_C_PUIGDEMONT;VAL_C_PUIGDEMONT;CONEIX_L_BORRAS;VAL_L_BORRAS;CONEIX_O_JUNQUERAS;VAL_O_JUNQUERAS;CONEIX_P_ARAGONES;VAL_P_ARAGONES;CONEIX_M_ICETA;VAL_M_ICETA;CONEIX_S_ILLA;VAL_S_ILLA;CONEIX_J_ALBIACH;VAL_J_ALBIACH;CONEIX_J_ASENS;VAL_J_ASENS;CONEIX_C_CARRIZOSA;VAL_C_CARRIZOSA;CONEIX_I_MARTIN_BLANCO;VAL_I_MARTIN_BLANCO;CONEIX_C_RIERA;VAL_C_RIERA;CONEIX_D_SABATER;VAL_D_SABATER;CONEIX_I_GARRIGA;VAL_I_GARRIGA;LLOC_NAIX_CCAA;ANY_ARRIBADA;LLOC_NAIX_PARE;LLOC_NAIX_PARE_CCAA;LLOC_NAIX_MARE;LLOC_NAIX_MARE_CCAA;LLOC_NAIX_AVIS;RELIGIO;RELIGIO_LITERALS;RELIGIO_FREQ;SIT_LAB;SIT_LAB_NO_ACTIU;SIT_LAB_ACTIU;SECTOR;ESTUDIS;ESTUDIS_LITERALS;ESTAT_CIVIL;FILLS;SENTIMENT_PERTINENCA;LLENGUA_PROPIA;LLENGUA_PRIMERA;CLASSE_SOCIAL_SUBJECTIVA_1_7;US_TELEFON_FIX;PERSONES_LLAR;INGRESSOS_1_6;DISCAPACITAT;TIPUS_DISCAPACITAT_1;TIPUS_DISCAPACITAT_2;TIPUS_DISCAPACITAT_3;TIPUS_DISCAPACITAT_4;DISCAPACITAT_LITERALS;E1;E2;E3;E4;E5;E6;SIMPATIA_PARTIT_R;REC_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_CENS;REC_PARLAMENT_VOT_CENS_R;INT_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_ANTERIORS_R;REC_PARLAMENT_VOT_ANTERIORS_CENS_R;INT_CONGRES_VOT_R;REC_CONGRES_VOT_R;REC_CONGRES_VOT_CENS;REC_CONGRES_VOT_CENS_R
1;11;2021;5; ; ; ;1117;813;Dona;44;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;68;65 anys o més;De 65 a 69 anys;Catalunya; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Molt dolenta;Igual;Empitjorarà;Dolenta;Pitjor;Molt dolenta;Pitjor;Empitjorarà;Molt dolenta;Sóc un/a català/ana que viu a Espanya;Bastant;Bastant;Cap confiança;0 Molt dolenta;5;0 Molt dolenta;Sí;No;No;No;Sí;No;No;No;Poc satisfet/a;No contesta;-;No contesta;0 Mínim catalanisme;4;No contesta;Una nació de la qual em sento membre;Una comunitat autònoma;-;Massa autonomia;Una regió d'Espanya;No;Molt en desacord;Un dret;Congrés dels diputats (generals);0 Molt insatisfet/a;Estic segur que vaig votar;Ho tenia decidit fa força temps;No contesta;-; ; ; ; ; ; ; ; ; ; ; ; ;0 No ho va tenir gens en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte; 0 No ho va tenir gens en compte;5;No contesta;-;Estic segur que vaig votar;No contesta;-;No contesta;-;Estic segur que vaig votar;No contesta;-;No coneix; ;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;No coneix; ;No coneix; ;No coneix; ;No coneix; ;Coneix;0 Molt malament;No coneix; ;No coneix; ; ; ;Catalunya; ;Catalunya; ;Dos;Catolicisme;-;No, mai;No treballa;Treball domèstic no remunerat; ; ;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Català (valencià / balear);Classe treballadora alta;Sí i en fa ús;Dos;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Alguna vegada;Bastant;Bastant;Bastant;Bastant;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta
1;12;2021;5; ; ; ;1501;863;Dona;28;Universitari grau superior;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;62;De 50 a 64 anys;De 60 a 64 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Es quedarà igual;Dolenta;Igual;Molt dolenta;Igual;Es quedarà igual;Dolenta;Sóc un/a espanyol/a que viu a Catalunya;Bastant;Bastant;2;2;Cap confiança;5;Sí;No;Sí;Sí;No;No;No;No;Bastant satisfet/a;PSC;-;Centre-esquerra;1;1;República;L’Estat del qual soc ciutadà/ana;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;En desacord;Un deure;Congrés dels diputats (generals);4;Estic segur que vaig votar;Ho tenia decidit fa força temps;PSC;-;Perquè es tractava d’un mal menor;No;No;Sí;No;No;No;No;No;No;No;No;6;6;2;1;5;PSC;-;Estic segur que vaig votar;PSC;-;Altres partits;Más País;Estic segur que vaig votar;PSC;PSOE;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;1;Coneix;0 Molt malament;Coneix;3;Coneix;5;Coneix;0 Molt malament;Coneix;2;Coneix;2;No coneix; ;No coneix; ;No coneix; ;No coneix; ;Rioja, La;1978;Altres comunitats autònomes;Rioja, La;Altres comunitats autònomes;Cantàbria;Cap a Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Divorciat/ada;1;No ho sap;Castellà;Castellà;Classe mitjana;Sí i en fa ús;Una;Entre 2.001 i 3.000 euros;Sí;Diabeti; ; ; ;Insuficiencia Renal;No;Mai;Gens;Bastant;Bastant;Molt;PSC;PSC;PSC;PSC;PSC;PSC;PSC;Altres, blanc;PSC;PSC;PSC
1;13;2021;5; ; ; ;1184;850;Dona;51;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;54;De 50 a 64 anys;De 50 a 54 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Molt dolenta;Pitjor;Millorarà;Molt dolenta;Igual;Dolenta;Igual;Millorarà;Molt dolenta;Sóc un/a català/ana que viu a Catalunya;Molt;Bastant;5;5;Cap confiança;1;No;No;No;Sí;No;No;No;No;Gens satisfet/a;Junts per Catalunya;-;Centre-esquerra;10 Màxim catalanisme;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Ambdós;Parlament de Catalunya (autonòmiques);9;Estic segur que vaig votar;Ho vaig decidir a l’inici de la campanya electoral;Junts per Catalunya;-;Amb convicció;No;No;Sí;No;No;No;No;No;No;No;No;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;Junts per Catalunya;-;Estic segur que vaig votar;Junts per Catalunya;-;CUP;-;Estic segur que vaig votar;ERC;-;Coneix;0 Molt malament;Coneix;10 Molt bé;Coneix;8;Coneix;5;Coneix;7;Coneix;1;Coneix;0 Molt malament;Coneix;2;Coneix;5;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;7;Coneix;6;Coneix;0 Molt malament; ; ;Catalunya; ;Altres comunitats autònomes;Castella i Lleó;Un;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Només català/ana;Català (valencià / balear);Castellà;Classe treballadora mitjana;Sí i en fa ús;Dos;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;CUP;ERC;ERC;ERC
1;14;2021;5; ; ; ;1825;897;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 50.001 a 150.000;GIRONA;Gironès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;79;65 anys o més;De 75 a 79 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Ni bona ni dolenta;Pitjor;Millorarà;Ni bona ni dolenta;Igual;No ho sap;Igual;Millorarà;Ni bona ni dolenta;Sóc un/a espanyol/a que viu a Catalunya;Gens;Poc;6;7;5;5;No;No;No;No;No;Sí;No;No;Poc satisfet/a;No ho sap;-;No ho sap;7;9;Monarquia;L’Estat del qual soc ciutadà/ana;Una comunitat autònoma;-;No ho sap;Una comunitat autònoma d'Espanya;No ho sap;Molt d'acord;Un deure;No ho sap;6;No vaig votar; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;5;6;7;7;6;No ho sap;-;Estic segur que vaig votar;No ho sap;-;No ho sap;-;Estic segur que vaig votar;No ho sap;-;Coneix;5;Coneix;5;Coneix;6;Coneix;5;Coneix;5;Coneix;5;Coneix;6;Coneix;6;Coneix;5;No coneix; ;Coneix;5;Coneix;6;Coneix;5;Coneix;5;Andalusia;1962;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;No ho sap;Va anar a l'escola 5 o mès anys però sense completar ESO, EGB o Batxillerat elemental;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Tres;Entre 1.001 i 2.000 euros;Sí;Altres discapacitats físiques; ; ; ;artrosis reumatoide;No;Mai;Gens;Bastant;Bastant;Bastant;No ho sap; ;No va votar;No va votar;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap
1;15;2021;5; ; ; ;1378;616;Home;41;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;76;65 anys o més;De 75 a 79 anys;Unió Europea; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Molt dolenta;Pitjor;No ho sap;Dolenta;Igual;Dolenta;Pitjor;Millorarà;Bona;Sóc un/a espanyol/a que viu a Catalunya;Molt;Molt;4;5;5;5;Sí;No;Sí;Sí;No;No;No;No;Poc satisfet/a;Catalunya en Comú Podem;-;Esquerra;5;4;República;L’Estat del qual soc ciutadà/ana;Una nació;-;Un nivell suficient d'autonomia;Un estat dins una Espanya federal;No ho sap;Molt d'acord;Un dret;Ajuntament (municipals);5;Estic segur que vaig votar;Ho tenia decidit fa força temps;Catalunya en Comú Podem;-;Amb convicció;No;No;Sí;No;No;No;No;No;No;No;No;5;7;7;8;6;Catalunya en Comú Podem;-;Estic segur que vaig votar;Catalunya en Comú Podem;-;Catalunya en Comú Podem;-;Estic segur que vaig votar;Catalunya en Comú Podem;-;Coneix;0 Molt malament;Coneix;3;Coneix;4;Coneix;7;Coneix;6;Coneix;5;Coneix;5;Coneix;8;Coneix;7;Coneix;0 Molt malament;No coneix; ;No coneix; ;No coneix; ;Coneix;0 Molt malament; ;1984;Unió Europea; ;Altres comunitats autònomes;Castella - la Manxa;Cap a Catalunya;Cap: Ateisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Divorciat/ada;3;Tan espanyol/a com català/ana;Altres llengües o altres combinacions;Altres llengües o altres combinacions;Classe mitjana baixa;Sí i en fa ús;Dos;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;No;Quasi mai;Poc;Molt;Molt;Molt;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;En Comú Podem;En Comú Podem;Catalunya en Comú Podem;En Comú Podem
1;16;2021;5; ; ; ;2273;888;Home;29;Universitari grau superior;Espanya; ;TARRAGONA;De 50.001 a 150.000;TARRAGONA;Tarragonès;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;64;De 50 a 64 anys;De 60 a 64 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Igual;Empitjorarà;Dolenta;Igual;Molt dolenta;Pitjor;Empitjorarà;Dolenta;Sóc un/a català/ana que viu a Espanya;Poc;Bastant;2;0 Molt dolenta;2;1;Sí;Sí;No;Sí;No;No;No;No;Poc satisfet/a;Cap;-;Centre;7;9;Monarquia;El meu país;Una comunitat autònoma;-;Massa autonomia;Una comunitat autònoma d'Espanya;No;Molt en desacord;Ambdós;Congrés dels diputats (generals);2;Estic segur que vaig votar;Ho vaig decidir a l’inici de la campanya electoral;PSC;-;Perquè es tractava d’un mal menor;No;No;No;No;No;No;Sí;No;No;No;No;10 Ho va tenir molt en compte;0 No ho va tenir gens en compte; 0 No ho va tenir gens en compte; 0 No ho va tenir gens en compte;0 No ho va tenir gens en compte;PSC;-;Estic segur que vaig votar;C's;-;PPC;-;Estic segur que vaig votar;C's;-;Coneix;4;Coneix;0 Molt malament;Coneix;2;Coneix;6;Coneix;2;Coneix;4;Coneix;2;No coneix; ;Coneix;3;Coneix;4;No coneix; ;Coneix;2;Coneix;2;No coneix; ;Aragó;1980;Altres comunitats autònomes;Aragó;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Catolicisme;-;Sí, un cop al mes;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració pública+empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe mitjana;Sí i en fa ús;Tres;Entre 4.001 i 5.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt; ;Molt;Cap;PSC;PSC;PSC;PSC;C's;C's;PPC;C's;C's;C's
1;17;2021;5; ; ; ;1607;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;71;65 anys o més;De 70 a 74 anys;Catalunya; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Ni bona ni dolenta;Pitjor;Millorarà;Dolenta;Igual;Dolenta;Pitjor;No ho sap;Ni bona ni dolenta;Sóc un/a català/ana que viu a Catalunya;Poc;Poc;5;5;Cap confiança;5;Sí;No;No;No;No;No;No;No;Gens satisfet/a;Altres partits;esquerra;Esquerra;7;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Una comunitat autònoma;-;Un nivell insuficient d'autonomia;Un estat dins una Espanya federal;Sí;Molt d'acord;Un dret;Parlament europeu;7;Estic segur que vaig votar;Ho vaig decidir el mateix dia de les eleccions;ERC;-;Amb certs dubtes;No;No;No;No;No;No;Sí;No;No;No;No;4;No ho sap;7;5;5;No ho sap;-;Estic segur que vaig votar;Junts per Catalunya;-;ERC;-;Estic segur que vaig votar;ERC;-;Coneix;No ho sap;Coneix;10 Molt bé;Coneix;5;Coneix;9;Coneix;6;Coneix;5;Coneix;4;Coneix;9;Coneix;9;Coneix;0 Molt malament;Coneix;No ho sap;Coneix;4;Coneix;5;Coneix;No ho sap; ; ;Altres comunitats autònomes;Andalusia;Catalunya; ;Dos;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Vidu/a;2;Només català/ana;Català (valencià / balear);Castellà;Classe mitjana;Sí i en fa ús;Una;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Molt;Bastant;Molt;Altres;ERC;ERC;ERC;No ho sap;Junts per Catalunya;Junts per Catalunya;ERC;ERC;ERC;ERC
1;18;2021;5; ; ; ;1646;863;Dona;28;Universitari grau superior;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;39;De 35 a 49 anys;De 35 a 39 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Bona;Pitjor;Es quedarà igual;Bona;Igual;Dolenta;Igual;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Catalunya;Molt;Poc;5;5;1;4;No;Sí;Sí;No;No;No;No;No;Poc satisfet/a;CUP;-;Esquerra;7;0 Mínim espanyolisme;República;L’Estat del qual soc ciutadà/ana;Una nació;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Ambdós;Parlament de Catalunya (autonòmiques);8;Estic segur que vaig votar;Ho vaig decidir el mateix dia de les eleccions;CUP;-;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;2;CUP;-;Estic segur que vaig votar;CUP;-;ERC;-;Estic segur que vaig votar;ERC;-;Coneix;9;Coneix;10 Molt bé;Coneix;9;Coneix;8;Coneix;7;Coneix;5;Coneix;3;Coneix;7;Coneix;8;Coneix;0 Molt malament;No coneix; ;Coneix;8;Coneix;9;Coneix;0 Molt malament; ; ;Catalunya; ;Catalunya; ;Tres;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector públic (Administració pública+empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Casat/ada;2;Més català/ana que espanyol/a;Català (valencià / balear);Català (valencià / balear);Classe treballadora mitjana;Sí i en fa ús;Quatre;Entre 4.001 i 5.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Molt;Bastant;Molt;CUP;CUP;CUP;CUP;CUP;CUP;CUP;ERC;ERC;ERC;ERC
1;19;2021;5; ; ; ;956;646;Dona;37;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;60;De 50 a 64 anys;De 60 a 64 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Es quedarà igual;Dolenta;Igual;Molt dolenta;Igual;Empitjorarà;Dolenta;Sóc un/a espanyol/a que viu a Catalunya;Poc;Poc;Cap confiança;0 Molt dolenta;2;2;Sí;No;No;Sí;No;No;No;No;Poc satisfet/a;Cap;-;Centre;5;5;Una altra;Un Estat format per diverses nacionalitats o regions;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;Molt en desacord;Un dret;Parlament europeu;0 Molt insatisfet/a;Estic segur que vaig votar;Ho tenia decidit fa força temps;Altres partits;A los verdes;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;5;No ho sap;-;Estic segur que vaig votar;C's;-;C's;-;Estic segur que vaig votar;C's;-;No coneix; ;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;5;Coneix;5;No coneix; ;No coneix; ;Coneix;0 Molt malament;No coneix; ;Coneix;0 Molt malament;No coneix; ;No coneix; ;Galícia;1962;Altres comunitats autònomes;Galícia;Altres comunitats autònomes;Galícia;Cap a Catalunya;Catolicisme;-;No, mai;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe mitjana;Sí i en fa ús;Quatre;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Cap;Altres, blanc;Altres;Altres, blanc;No ho sap;C's;C's;C's;C's;C's;C's
1;20;2021;5; ; ; ;1068;827;Home;42;Universitari grau superior;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;23;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Molt dolenta;Pitjor;Es quedarà igual;Dolenta;Millor;Dolenta;Igual;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Espanya;Bastant;Bastant;4;4;4;3;No;No;Sí;Sí;No;No;No;No;Poc satisfet/a;Altres partits;izquierdas;Centre-esquerra;5;5;República;L’Estat del qual soc ciutadà/ana;Una nacionalitat;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;Bastant d'acord;Un dret;Totes igual;5;Estic segur que vaig votar;Ho vaig decidir durant la darrera campanya electoral;No contesta;-; ; ; ; ; ; ; ; ; ; ; ; ;8;8;8;6;10 Ho va tenir molt en compte;No contesta;-;No vaig votar; ;-;No contesta;-;Estic segur que vaig votar;No contesta;-;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;No coneix; ;Coneix;5;Coneix;5;Coneix;5;No coneix; ;Coneix;5;Coneix;5;Coneix;5;Coneix;5; ; ;Catalunya; ;Catalunya; ;Cap a Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració pública+empreses públiques);Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Quatre;Entre 4.001 i 5.000 euros;No; ; ; ; ;-;No;Alguna vegada;Bastant;Bastant;Bastant;Bastant;Altres;No contesta;No contesta;No contesta;No contesta; ;No va votar;No contesta;No contesta;No contesta;No contesta
